[2023-08-18  13:46:52:943912] ： S 58 W 81 Sr 58  R 00 A2 FF FF FF FF FF FF FF FF
[2023-08-18  13:46:53:066797] ： S 58 W 86 Sr 58  R 06 1F 41 02 CE 05 00 49 FF FF
[2023-08-18  13:46:53:192537] ： S 58 W 86 Sr 58  R 06 F8 41 02 CF 05 00 5C FF FF
[2023-08-18  13:46:53:318404] ： S 58 W 87 Sr 58  R 06 36 14 16 50 0E 00 57 FF FF
[2023-08-18  13:46:53:444088] ： S 58 W 87 Sr 58  R 06 B6 20 16 60 0E 00 83 FF FF
[2023-08-18  13:46:53:584483] ： S 58 W 88 Sr 58  R 99 F3 4A FF FF FF FF FF FF FF
[2023-08-18  13:46:53:705963] ： S 58 W 89 Sr 58  R E2 B3 AE FF FF FF FF FF FF FF
[2023-08-18  13:46:53:833619] ： S 58 W 8B Sr 58  R 7F 18 D2 FF FF FF FF FF FF FF
[2023-08-18  13:46:53:957549] ： S 58 W 8C Sr 58  R 0C DA 6D FF FF FF FF FF FF FF
[2023-08-18  13:46:54:083584] ： S 58 W 8D Sr 58  R 33 F8 AF FF FF FF FF FF FF FF
[2023-08-18  13:46:54:209994] ： S 58 W 8E Sr 58  R 36 F8 D4 FF FF FF FF FF FF FF
[2023-08-18  13:46:54:338064] ： S 58 W 8F Sr 58  R 58 F8 E1 FF FF FF FF FF FF FF
[2023-08-18  13:46:54:476425] ： S 58 W 90 Sr 58  R 67 22 66 FF FF FF FF FF FF FF
[2023-08-18  13:46:54:618070] ： S 58 W 96 Sr 58  R 22 F3 31 FF FF FF FF FF FF FF
[2023-08-18  13:46:54:758284] ： S 58 W 97 Sr 58  R 65 F3 17 FF FF FF FF FF FF FF
